Lead Origin,Lead Source,Converted,Last Activity,Specialization,What is your current occupation,Tags,A free copy of Mastering The Interview,Engagement Score,Lead Quality Score
Landing Page Submission,Organic Search,1,Email Opened,IT Projects Management,Unemployed,Will revert after reading the email,1,832.275,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Already a student,0,0.0,2
API,Google,1,Email Opened,E-COMMERCE,Unemployed,Will revert after reading the email,0,172.79999999999998,4
Landing Page Submission,Organic Search,1,Email Opened,Business Administration,Unemployed,Will revert after reading the email,1,326.4,1
API,Organic Search,1,Page Visited on Website,Operations Management,Unemployed,Closed by Horizzon,0,675.0,4
API,Google,1,Had a Phone Conversation,Supply Chain Management,Unemployed,Will revert after reading the email,0,197.73333333333332,4
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Finance Management,Other,Ringing,1,2.2,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,1,10.35,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Human Resource Management,Unemployed,Interested in Next batch,1,857.4999999999999,1
Landing Page Submission,Organic Search,0,Page Visited on Website,Travel and Tourism,Unemployed,Interested in other courses,1,129.16666666666669,2
API,Google,0,Email Opened,Operations Management,Unemployed,Interested in other courses,0,1027.2,1
API,Olark Chat,0,Olark Chat Conversation,Marketing Management,Other,Ringing,0,108.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,SMS Sent,Supply Chain Management,Unemployed,switched off,1,86.39999999999999,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Media and Advertising,Other,Will revert after reading the email,1,305.8666666666667,3
API,Organic Search,1,Email Opened,Finance Management,Other,Will revert after reading the email,1,1018.3833333333334,3
Landing Page Submission,Direct Traffic,0,SMS Sent,Supply Chain Management,Unemployed,Ringing,1,366.93333333333334,2
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Unemployed,invalid number,1,0.3333333333333333,2
Landing Page Submission,Direct Traffic,0,Email Bounced,Marketing Management,Unemployed,Already a student,1,3.1666666666666665,0
Landing Page Submission,Direct Traffic,0,SMS Sent,Marketing Management,Unemployed,Busy,1,0.8,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Marketing Management,Other,Ringing,1,13.133333333333333,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Student,Will revert after reading the email,1,78.15,3
Landing Page Submission,Google,0,Page Visited on Website,Marketing Management,Unemployed,Ringing,0,73.33333333333333,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Email Opened,"Banking, Investment And Insurance",Other,Ringing,0,58.333333333333336,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,International Business,Unemployed,Interested in other courses,1,77.53333333333333,2
Landing Page Submission,Direct Traffic,0,Email Opened,Hospitality Management,Student,Already a student,1,29.133333333333333,0
Landing Page Submission,Direct Traffic,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,1,5.6,4
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Student,Interested  in full time MBA,0,191.25,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Already a student,1,19.533333333333335,2
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,109.5,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Healthcare Management,Working Professional,Will revert after reading the email,1,102.26666666666667,3
API,Olark Chat,0,Form Submitted on Website,Finance Management,Unemployed,Already a student,0,1.3333333333333333,3
Landing Page Submission,Google,0,Email Opened,International Business,Other,Ringing,0,192.08333333333334,2
Landing Page Submission,Direct Traffic,1,Email Opened,International Business,Unemployed,Will revert after reading the email,1,50.8,3
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Google,0,SMS Sent,"Banking, Investment And Insurance",Other,Ringing,0,58.12500000000001,2
Landing Page Submission,Google,0,Email Opened,Supply Chain Management,Unemployed,Already a student,1,21.825,0
Landing Page Submission,Organic Search,1,Email Opened,Travel and Tourism,Working Professional,Closed by Horizzon,1,1053.5,1
Landing Page Submission,Google,0,SMS Sent,Operations Management,Unemployed,Ringing,0,10.125,2
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,22.066666666666666,3
Landing Page Submission,Organic Search,0,SMS Sent,International Business,Unemployed,Ringing,1,3321.66,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Business Administration,Unemployed,Ringing,1,2129.0666666666666,2
API,Organic Search,1,SMS Sent,Media and Advertising,Working Professional,Will revert after reading the email,0,488.8,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Business Administration,Other,Will revert after reading the email,1,216.00833333333333,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,1,108.675,3
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Unemployed,Ringing,1,31.0,2
Landing Page Submission,Google,1,Email Opened,Business Administration,Working Professional,Closed by Horizzon,0,631.9,3
Landing Page Submission,Google,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,0,236.53333333333333,4
Landing Page Submission,Google,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,0,260.7,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Diploma holder (Not Eligible),0,0.0,0
Landing Page Submission,Organic Search,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,0,85.60000000000001,1
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,0.0,0
Landing Page Submission,Direct Traffic,0,SMS Sent,Hospitality Management,Unemployed,Ringing,0,52.65,2
API,Olark Chat,1,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,1,430.0,4
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested  in full time MBA,0,0.0,2
API,Google,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,1.9333333333333333,2
API,Organic Search,1,SMS Sent,Human Resource Management,Unemployed,Busy,0,101.73333333333333,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Media and Advertising,Unemployed,opp hangup,1,30.866666666666667,2
API,Google,0,Email Opened,Finance Management,Unemployed,Graduation in progress,0,14.466666666666667,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Media and Advertising,Other,Ringing,1,6.0,2
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,69.58333333333333,2
Landing Page Submission,Google,1,SMS Sent,IT Projects Management,Working Professional,Will revert after reading the email,1,46.5,3
Landing Page Submission,Google,0,Page Visited on Website,IT Projects Management,Unemployed,Interested in other courses,0,13.950000000000001,2
Landing Page Submission,Organic Search,0,Email Link Clicked,Hospitality Management,Unemployed,Ringing,0,120.0,2
API,Olark Chat,1,Email Link Clicked,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Organic Search,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,1,206.25,4
Landing Page Submission,Direct Traffic,0,Email Link Clicked,IT Projects Management,Unemployed,Already a student,1,93.06666666666666,0
Landing Page Submission,Direct Traffic,0,SMS Sent,IT Projects Management,Other,Ringing,1,16.466666666666665,2
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,1,Email Opened,Finance Management,Working Professional,Will revert after reading the email,1,283.46666666666664,1
Landing Page Submission,Direct Traffic,0,Email Bounced,Finance Management,Unemployed,Already a student,0,4.3,0
API,Olark Chat,0,Form Submitted on Website,Human Resource Management,Other,Ringing,0,2.8333333333333335,2
Landing Page Submission,Direct Traffic,0,Email Opened,International Business,Unemployed,Ringing,1,14.6,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,1,103.8,4
Landing Page Submission,Google,1,Email Opened,E-COMMERCE,Businessman,Will revert after reading the email,0,439.2,1
API,Organic Search,1,Email Opened,Finance Management,Working Professional,Closed by Horizzon,1,137.06666666666666,4
API,Organic Search,1,Email Opened,Hospitality Management,Working Professional,Will revert after reading the email,0,376.3125,3
API,Olark Chat,0,Form Submitted on Website,Finance Management,Unemployed,Ringing,0,119.925,2
Landing Page Submission,Direct Traffic,0,Email Bounced,Operations Management,Unemployed,invalid number,1,309.61816666666675,2
Landing Page Submission,Direct Traffic,0,Email Opened,Media and Advertising,Unemployed,switched off,0,51.150000000000006,2
API,Organic Search,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,41.6,1
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Already a student,0,0.0,0
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,Page Visited on Website,Finance Management,Working Professional,Closed by Horizzon,1,98.86333333333333,1
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Already a student,0,0.0,0
API,Olark Chat,0,Email Link Clicked,Finance Management,Unemployed,University not recognized,0,0.0,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Supply Chain Management,Unemployed,opp hangup,0,19.466666666666665,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Direct Traffic,0,SMS Sent,IT Projects Management,Unemployed,switched off,0,73.53333333333333,2
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Interested  in full time MBA,0,9.6,2
Landing Page Submission,Google,0,Form Submitted on Website,Finance Management,Working Professional,Will revert after reading the email,0,5.3999999999999995,1
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Graduation in progress,0,0.0,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,Finance Management,Unemployed,opp hangup,1,4.833333333333333,2
API,Organic Search,0,Email Opened,Finance Management,Unemployed,Ringing,0,35.0,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Bounced,Finance Management,Other,Ringing,1,27.333333333333332,2
Landing Page Submission,Google,1,Email Opened,Supply Chain Management,Working Professional,Will revert after reading the email,0,784.0,1
API,Olark Chat,0,Email Link Clicked,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,Email Link Clicked,International Business,Unemployed,Interested in other courses,1,634.6666666666667,0
API,Google,0,SMS Sent,Not Specified,Other,Ringing,0,6.6,2
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Other,Ringing,1,77.25,2
Landing Page Submission,Direct Traffic,1,Email Opened,"Banking, Investment And Insurance",Student,Will revert after reading the email,1,539.5833333333333,1
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,1,134.625,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,178.5,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,Email Bounced,International Business,Unemployed,Ringing,1,259.5833333333333,2
Landing Page Submission,Google,0,Email Link Clicked,Human Resource Management,Unemployed,Interested in other courses,0,9.3,2
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,Marketing Management,Unemployed,switched off,0,30.599999999999998,2
API,Olark Chat,0,Email Link Clicked,Finance Management,Unemployed,Already a student,0,0.0,2
Landing Page Submission,Direct Traffic,1,Email Opened,Healthcare Management,Working Professional,Closed by Horizzon,1,7.4,4
Landing Page Submission,Google,1,Email Opened,Finance Management,Working Professional,Will revert after reading the email,0,200.53333333333333,1
API,Direct Traffic,1,SMS Sent,IT Projects Management,Working Professional,Will revert after reading the email,0,96.06666666666666,3
API,Olark Chat,0,Email Opened,Marketing Management,Working Professional,Interested in other courses,0,0.0,0
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Google,1,Page Visited on Website,Business Administration,Unemployed,Will revert after reading the email,0,388.3333333333333,2
API,Organic Search,1,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,0,28.966666666666665,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,407.73333333333335,1
API,Olark Chat,0,SMS Sent,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
API,Olark Chat,1,SMS Sent,Operations Management,Other,Will revert after reading the email,1,19.766666666666666,3
Landing Page Submission,Direct Traffic,1,SMS Sent,"Banking, Investment And Insurance",Other,Will revert after reading the email,0,201.66666666666666,3
API,Google,1,SMS Sent,Not Specified,Other,Will revert after reading the email,0,27.9,3
API,Organic Search,1,SMS Sent,Not Specified,Other,Will revert after reading the email,0,92.1,3
Landing Page Submission,Google,0,Page Visited on Website,Supply Chain Management,Unemployed,in touch with EINS,0,60.8,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Email Link Clicked,Finance Management,Unemployed,Already a student,0,98.55,0
Landing Page Submission,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,292.8,1
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Human Resource Management,Unemployed,Already a student,1,25.833333333333336,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,Human Resource Management,Unemployed,Already a student,1,6.983333333333333,2
Landing Page Submission,Direct Traffic,1,Email Opened,Healthcare Management,Housewife,Closed by Horizzon,1,57.4,1
Lead Add Form,Reference,1,Email Opened,Human Resource Management,Working Professional,Closed by Horizzon,0,15.633333333333333,4
API,Direct Traffic,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,31.874999999999996,3
API,Google,1,SMS Sent,IT Projects Management,Other,Will revert after reading the email,0,186.4,3
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,0,88.8,3
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Working Professional,Ringing,1,73.8,2
Landing Page Submission,Google,0,Form Submitted on Website,Healthcare Management,Unemployed,Ringing,0,20.416666666666668,2
Landing Page Submission,Google,1,Email Opened,Marketing Management,Working Professional,Will revert after reading the email,0,275.84999999999997,4
API,Olark Chat,0,Email Link Clicked,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,Email Opened,Operations Management,Unemployed,Closed by Horizzon,0,62.13333333333333,4
Landing Page Submission,Direct Traffic,0,Converted to Lead,Human Resource Management,Unemployed,Interested in other courses,1,1.4333333333333333,0
Landing Page Submission,Organic Search,0,Email Opened,"Banking, Investment And Insurance",Student,Already a student,1,6.675000000000001,0
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,IT Projects Management,Student,Already a student,1,2.466666666666667,0
Landing Page Submission,Direct Traffic,1,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,1,202.2,4
API,Google,0,Converted to Lead,Finance Management,Unemployed,Interested in other courses,0,2.5,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Healthcare Management,Unemployed,number not provided,1,47.46666666666667,3
Landing Page Submission,Direct Traffic,1,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,1,117.6,4
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,switched off,0,43.05,2
Landing Page Submission,Direct Traffic,1,Page Visited on Website,Supply Chain Management,Other,Will revert after reading the email,0,756.6666666666666,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Already a student,0,0.0,2
Landing Page Submission,Organic Search,0,SMS Sent,Media and Advertising,Unemployed,invalid number,1,101.66666666666666,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Closed by Horizzon,0,0.0,4
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Unsubscribed,Supply Chain Management,Unemployed,Not doing further education,0,841.8,0
Lead Add Form,Reference,1,Email Opened,Finance Management,Working Professional,Closed by Horizzon,1,14.733333333333333,1
Landing Page Submission,Organic Search,1,SMS Sent,Travel and Tourism,Working Professional,Will revert after reading the email,1,0.8,3
Landing Page Submission,Direct Traffic,0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Graduation in progress,1,8.0,0
Lead Add Form,Reference,1,Email Opened,Marketing Management,Working Professional,Closed by Horizzon,0,0.0,3
API,Google,1,SMS Sent,Supply Chain Management,Working Professional,Will revert after reading the email,0,53.3,3
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,0,100.53333333333333,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Finance Management,Unemployed,Ringing,0,10.0,3
Lead Add Form,Welingak Website,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,19.366666666666667,3
Landing Page Submission,Direct Traffic,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,428.26666666666665,1
Landing Page Submission,Google,0,Olark Chat Conversation,IT Projects Management,Unemployed,Diploma holder (Not Eligible),0,4.0,2
Lead Add Form,Welingak Website,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,Finance Management,Unemployed,Already a student,1,28.950000000000003,0
Landing Page Submission,Google,0,Unsubscribed,E-Business,Unemployed,Interested  in full time MBA,1,207.08333333333334,0
Landing Page Submission,Direct Traffic,0,SMS Sent,Finance Management,Other,Ringing,1,13.350000000000001,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Organic Search,1,SMS Sent,Operations Management,Working Professional,Will revert after reading the email,0,493.33333333333337,3
API,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,84.33333333333333,3
Landing Page Submission,Organic Search,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,0,324.26666666666665,3
Landing Page Submission,Direct Traffic,1,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,1,105.41666666666667,4
API,Olark Chat,1,Olark Chat Conversation,Supply Chain Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Direct Traffic,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,5.266666666666667,2
Landing Page Submission,Direct Traffic,0,Email Link Clicked,Finance Management,Unemployed,Not doing further education,1,22.533333333333335,0
Lead Add Form,Welingak Website,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,0,17.633333333333333,3
API,Olark Chat,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,1,194.7,3
API,Organic Search,0,SMS Sent,Not Specified,Other,Ringing,0,863.4000000000001,2
Landing Page Submission,Direct Traffic,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,0,221.25,4
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Direct Traffic,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,441.3333333333333,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Human Resource Management,Other,Ringing,1,0.7,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,3.2,2
API,Organic Search,1,Email Opened,Finance Management,Unemployed,Closed by Horizzon,0,236.45833333333334,1
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Busy,1,13.275,2
Landing Page Submission,Organic Search,1,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,1,1287.8029999999999,3
API,Olark Chat,0,Olark Chat Conversation,Business Administration,Other,Ringing,0,28.5,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,Finance Management,Other,Ringing,1,8.4,2
Landing Page Submission,Organic Search,0,Converted to Lead,Not Specified,Other,Ringing,0,75.60000000000001,2
API,Olark Chat,1,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,0,0.0,3
API,Organic Search,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,0,217.6,3
API,Organic Search,0,Converted to Lead,Finance Management,Unemployed,Already a student,0,3.8833333333333333,0
Landing Page Submission,Google,0,SMS Sent,Finance Management,Unemployed,switched off,0,55.00000000000001,2
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Google,0,SMS Sent,Business Administration,Unemployed,Ringing,0,17.933333333333334,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Interested  in full time MBA,0,0.0,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,Business Administration,Unemployed,Already a student,1,241.95,0
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,0,400.0,4
Landing Page Submission,Google,0,Email Opened,Travel and Tourism,Unemployed,Ringing,0,25.066666666666666,2
Landing Page Submission,Organic Search,0,SMS Sent,Human Resource Management,Other,Ringing,0,216.0,2
Landing Page Submission,Organic Search,0,Page Visited on Website,Travel and Tourism,Unemployed,Not doing further education,0,111.45833333333333,0
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Closed by Horizzon,0,0.0,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,1,1162.9333333333334,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,0,1133.3333333333335,1
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,1,202.76583333333335,1
Landing Page Submission,Google,0,Converted to Lead,Marketing Management,Unemployed,Ringing,0,21.599999999999998,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,60.3,3
API,Google,0,SMS Sent,Finance Management,Unemployed,Ringing,0,4.666666666666667,2
API,Google,0,SMS Sent,Finance Management,Unemployed,switched off,0,25.733333333333334,3
Landing Page Submission,Direct Traffic,1,Olark Chat Conversation,Finance Management,Student,Will revert after reading the email,1,287.7933333333333,3
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Other,Ringing,1,16.5,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,48.075,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Link Clicked,International Business,Unemployed,opp hangup,0,534.1500000000001,2
API,Organic Search,0,Email Opened,Finance Management,Unemployed,Ringing,0,179.25,2
Landing Page Submission,Organic Search,0,Email Opened,Media and Advertising,Unemployed,invalid number,1,14.625,2
Landing Page Submission,Direct Traffic,0,Email Bounced,Human Resource Management,Unemployed,opp hangup,0,3.95,2
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Unemployed,Ringing,0,126.6,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
API,Organic Search,0,Email Opened,Finance Management,Unemployed,Ringing,1,13.866666666666667,2
API,Google,1,Email Link Clicked,Hospitality Management,Working Professional,Will revert after reading the email,0,1.8666666666666667,1
API,Google,0,Converted to Lead,Finance Management,Unemployed,Graduation in progress,0,1.5333333333333334,2
API,Google,0,SMS Sent,Finance Management,Unemployed,switched off,0,12.975,2
API,Olark Chat,1,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,0,76.86666666666666,4
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Interested in other courses,1,13.8,0
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,0,7.066666666666666,3
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Other,Ringing,1,186.13333333333333,2
Landing Page Submission,Organic Search,0,Unreachable,Retail Management,Other,Ringing,1,51.0,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,Supply Chain Management,Unemployed,Already a student,1,0.4,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,IT Projects Management,Other,Ringing,0,86.2,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Supply Chain Management,Unemployed,switched off,0,15.133333333333333,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Services Excellence,Working Professional,Will revert after reading the email,1,334.93333333333334,3
Landing Page Submission,Organic Search,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,1,460.6,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,Retail Management,Other,Ringing,1,98.06533333333334,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Business Administration,Unemployed,Ringing,1,345.45,3
Lead Add Form,Other Sources,0,Email Bounced,Finance Management,Unemployed,Will revert after reading the email,0,121.7098379169572,3
API,Google,0,Email Opened,Finance Management,Unemployed,Already a student,0,44.895833333333336,0
API,Olark Chat,0,SMS Sent,Retail Management,Other,Ringing,0,789.1666666666666,2
Landing Page Submission,Direct Traffic,0,SMS Sent,Marketing Management,Unemployed,switched off,1,27.533333333333335,2
Lead Add Form,Other Sources,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
Landing Page Submission,Google,1,SMS Sent,Finance Management,Other,Will revert after reading the email,0,57.15,3
Landing Page Submission,Google,0,Email Opened,Operations Management,Other,Ringing,0,37.46666666666667,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,IT Projects Management,Other,Ringing,0,5.8500000000000005,2
API,Google,0,SMS Sent,Not Specified,Other,Ringing,0,57.2,2
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Unemployed,Busy,1,28.2,2
API,Olark Chat,0,Email Bounced,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Not doing further education,0,9.333333333333334,2
API,Direct Traffic,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,87.08333333333333,4
Landing Page Submission,Google,0,Email Bounced,Human Resource Management,Unemployed,Ringing,0,11.866666666666667,3
Landing Page Submission,Google,1,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,0,171.14999999999998,4
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Finance Management,Unemployed,Already a student,1,55.39999999999999,0
Landing Page Submission,Direct Traffic,0,SMS Sent,Human Resource Management,Unemployed,Ringing,1,1.0666666666666667,2
API,Olark Chat,0,Email Link Clicked,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,1,SMS Sent,Retail Management,Working Professional,Will revert after reading the email,1,425.25,3
